,index,name,online_order,book_table,rating,votes,location,rest_type,approx_cost,type
11232,12019,Treat,Yes,No,3.9,543,Indiranagar,Casual Dining,800.00,Delivery
11233,12020,Tango Bango,Yes,No,3.5,124,Jeevan Bhima Nagar,"Takeaway, Delivery",500.00,Delivery
11234,12021,Vimmi's Cafe,Yes,No,2.8,29,Indiranagar,"Takeaway, Delivery",500.00,Delivery
11235,12022,Pizza Joint Food Junction,Yes,No,3.1,8,Indiranagar,Quick Bites,350.00,Delivery
11236,12023,Peace Restaurant,Yes,No,2.6,124,Indiranagar,Quick Bites,500.00,Delivery
11237,12025,Manju's Kitchen,Yes,No,3.3,13,Indiranagar,Quick Bites,200.00,Delivery
11238,12026,Vijaya Gardenia,Yes,No,3.3,63,Banaswadi,Casual Dining,500.00,Delivery
11239,12027,Imli,Yes,No,3.8,1837,Indiranagar,Casual Dining,900.00,Delivery
11240,12028,Biggies Burger 'n' More,Yes,No,4.3,183,Indiranagar,Quick Bites,650.00,Delivery
11241,12029,Cane Crussh,Yes,No,0,0,Whitefield,Beverage Shop,100.00,Delivery
11242,12030,Kanti Sweets,Yes,No,3.9,123,Indiranagar,"Dessert Parlor, Quick Bites",400.00,Delivery
11243,12033,Aaha Andhra,No,No,4.2,807,Indiranagar,Casual Dining,900.00,Delivery
11244,12034,Sethji Home Made Food,Yes,No,3.6,228,Indiranagar,Quick Bites,350.00,Delivery
11245,12035,Grubhouse,Yes,No,4.1,332,Indiranagar,"Casual Dining, Cafe",800.00,Delivery
11246,12036,Brea,Yes,No,3.4,34,Jeevan Bhima Nagar,"Bakery, Quick Bites",300.00,Delivery
11247,12037,Chai Masthi,Yes,No,3.4,9,Domlur,Quick Bites,200.00,Delivery
11248,12038,Ente Keralam,Yes,No,4,1095,Ulsoor,Casual Dining,1300.00,Delivery
11249,12039,Rotti Mane,Yes,No,3.5,16,Thippasandra,Quick Bites,200.00,Delivery
11250,12040,Vinny's,Yes,No,3.9,205,Brigade Road,Casual Dining,800.00,Delivery
11251,12041,Kolkata Rolls & Hot Dum Biriyani On Dial,Yes,No,3.5,22,Indiranagar,Quick Bites,400.00,Delivery
11252,12042,Sanchez Taqueria & Cantina,No,No,0,0,Indiranagar,Casual Dining,800.00,Delivery
11253,12043,Gobble Up Churros Cafe,Yes,No,4.3,374,Indiranagar,Dessert Parlor,400.00,Delivery
11254,12044,Frozen Bottle,Yes,No,4.1,167,Indiranagar,Beverage Shop,400.00,Delivery
11255,12045,Panchavati Gaurav Thali,Yes,Yes,4,930,Brigade Road,Casual Dining,800.00,Delivery
11256,12046,Food Coma,No,Yes,0,0,Indiranagar,Casual Dining,800.00,Delivery
11257,12047,Mama Mia!,Yes,No,4.3,420,Indiranagar,"Dessert Parlor, Cafe",400.00,Delivery
11258,12048,Red Chilliez,Yes,No,3.6,216,Thippasandra,Casual Dining,550.00,Delivery
11259,12049,Lono,No,Yes,4.2,172,Indiranagar,"Lounge, Casual Dining",1500.00,Delivery
11260,12050,Laddoos,Yes,No,2.9,229,Jeevan Bhima Nagar,"Quick Bites, Dessert Parlor",250.00,Delivery
11261,12051,One Chu Restaurant,Yes,No,3.9,324,Old Airport Road,Casual Dining,600.00,Delivery
11262,12052,Kolkatta Famous Chat,Yes,No,3.7,22,Indiranagar,Quick Bites,100.00,Delivery
11263,12053,Anjappar,No,No,3.8,768,Indiranagar,Casual Dining,650.00,Delivery
11264,12054,Ovenstory Pizza,Yes,No,4,106,Old Airport Road,Delivery,750.00,Delivery
11265,12055,Mood For Food,Yes,No,4.1,146,Jeevan Bhima Nagar,Casual Dining,800.00,Delivery
11266,12057,Jenisha Green View Restaurant,Yes,No,0,0,Ejipura,Quick Bites,500.00,Delivery
11267,12058,SLV Andhra Mess,Yes,No,3.5,5,Domlur,Quick Bites,200.00,Delivery
11268,12059,Kobe Sizzlers,Yes,Yes,4.1,1473,Indiranagar,Casual Dining,1500.00,Delivery
11269,12060,Cake Palace,Yes,No,3.4,11,Indiranagar,Dessert Parlor,100.00,Delivery
11270,12061,CafSecret Alley,Yes,No,4,84,Indiranagar,Cafe,450.00,Delivery
11271,12062,Chillikum,Yes,No,3.6,38,Indiranagar,Quick Bites,350.00,Delivery
11272,12063,All Shook Up!,Yes,No,3.9,77,Domlur,"Dessert Parlor, Beverage Shop",300.00,Delivery
11273,12064,Power House Pitstsa,No,Yes,0,0,Indiranagar,Casual Dining,800.00,Delivery
11274,12065,Sri Krishna Sweets,Yes,No,3.7,32,Indiranagar,Sweet Shop,250.00,Delivery
11275,12066,Suvaai Restaurant,Yes,No,3.3,11,Indiranagar,Quick Bites,100.00,Delivery
11276,12067,Roll Over,Yes,No,4.2,216,Indiranagar,Dessert Parlor,500.00,Delivery
11277,12068,Tandoor,Yes,Yes,3.9,1360,MG Road,Fine Dining,2100.00,Delivery
11278,12069,The Twisted Desi,Yes,Yes,0,0,Indiranagar,Casual Dining,1000.00,Delivery
11279,12070,Sweet Truth,Yes,No,4,28,Thippasandra,Bakery,500.00,Delivery
11280,12071,WOW! Momo,Yes,No,2.7,71,Old Madras Road,Quick Bites,400.00,Delivery
11281,12072,Crispy Fried Chicken,Yes,No,3.3,11,Old Airport Road,Quick Bites,150.00,Delivery
11282,12073,Venus Biryani,Yes,No,3,143,Domlur,Quick Bites,200.00,Delivery
11283,12074,Budget Food,Yes,Yes,3.5,43,Old Airport Road,Casual Dining,700.00,Delivery
11284,12076,GMT - Gelateria Montecatini Terme,Yes,No,4.4,275,Indiranagar,Dessert Parlor,300.00,Delivery
11285,12077,The Kitchen Chef,Yes,No,2.9,94,Old Airport Road,Delivery,500.00,Delivery
11286,12078,The Cake Mart,Yes,No,3.5,22,Old Airport Road,Bakery,600.00,Delivery
11287,12079,The Ganache Factory,Yes,No,4.1,41,Domlur,"Dessert Parlor, Bakery",400.00,Delivery
11288,12080,Popat,Yes,No,3.2,43,Indiranagar,Quick Bites,300.00,Delivery
11289,12081,Eddy's Cafe,Yes,No,4.1,137,Indiranagar,Cafe,750.00,Delivery
11290,12082,Bekal,Yes,No,4,277,Jeevan Bhima Nagar,Casual Dining,700.00,Delivery
11291,12083,The Punjabi Rasoi,No,Yes,4.1,2008,Indiranagar,Casual Dining,800.00,Delivery
11292,12084,Rahhams,Yes,No,2.8,413,Old Airport Road,Casual Dining,700.00,Delivery
11293,12085,Wow Vada Pav,Yes,No,3.6,27,Indiranagar,Quick Bites,250.00,Delivery
11294,12086,Infinitea Tea Room & Tea Store,Yes,Yes,4.3,766,Indiranagar,"Casual Dining, Cafe",1000.00,Delivery
11295,12087,Panda Foods,Yes,No,3.4,13,Marathahalli,Quick Bites,300.00,Delivery
11296,12088,Gooey & Fluffy,Yes,No,3.9,89,Thippasandra,Delivery,200.00,Delivery
11297,12089,Kaayal,Yes,No,3,253,Jeevan Bhima Nagar,Casual Dining,500.00,Delivery
11298,12090,Punjabi Dhaba,Yes,No,2.8,53,Indiranagar,Quick Bites,300.00,Delivery
11299,12091,Kulcha Kulture,Yes,No,3.4,13,Indiranagar,Delivery,400.00,Delivery
11300,12092,Foodhall,Yes,No,4,111,MG Road,Casual Dining,1000.00,Delivery
11301,12093,Bean Flickers,Yes,No,4.3,391,Indiranagar,Cafe,700.00,Delivery
11302,12095,Waffle Magic,No,No,4.2,583,Indiranagar,Cafe,700.00,Delivery
11303,12096,Ramji Chaiwale,Yes,No,3.9,122,Old Airport Road,Quick Bites,250.00,Delivery
11304,12097,Woodfire Pizza,Yes,No,3.1,30,Thippasandra,Delivery,400.00,Delivery
11305,12098,Juicy,Yes,No,3.8,80,Old Airport Road,Beverage Shop,200.00,Delivery
11306,12099,Just Kulfi,Yes,No,3.4,6,Indiranagar,Dessert Parlor,300.00,Delivery
11307,12100,Shake It Off,Yes,No,4.2,159,Indiranagar,Quick Bites,600.00,Delivery
11308,12101,Maravanthe,Yes,Yes,4.4,654,Indiranagar,Casual Dining,1000.00,Delivery
11309,12102,Meaza Ginger Multi Cuisine Restaurant,Yes,No,3.6,91,Indiranagar,Casual Dining,550.00,Delivery
11310,12103,Swaad,Yes,No,3.1,25,Jeevan Bhima Nagar,Quick Bites,200.00,Delivery
11311,12104,Drunken Monkey,Yes,No,3.9,209,Indiranagar,"Beverage Shop, Quick Bites",400.00,Delivery
11312,12105,Tayabbs,Yes,No,4,736,Indiranagar,Quick Bites,500.00,Delivery
11313,12107,Kadamba Foodline,Yes,No,3.7,28,Ulsoor,Casual Dining,400.00,Delivery
11314,12108,Petoo,Yes,No,4.1,220,Old Madras Road,Casual Dining,800.00,Delivery
11315,12109,Peacock,Yes,Yes,3.9,847,Indiranagar,Casual Dining,1200.00,Delivery
11316,12110,NoLimmits Lounge and Club,Yes,Yes,4,2096,Brigade Road,Club,2000.00,Delivery
11317,12111,Munchies,Yes,No,3.9,65,Brigade Road,"Quick Bites, Bakery",250.00,Delivery
11318,12112,Tiffinwala,Yes,No,0,0,Indiranagar,"Takeaway, Delivery",500.00,Delivery
11319,12113,Spicy Corner,Yes,No,3.9,187,Jeevan Bhima Nagar,Quick Bites,250.00,Delivery
11320,12114,NutriFit,Yes,No,0,0,Indiranagar,Quick Bites,200.00,Delivery
11321,12115,Little Italy,Yes,Yes,4.3,3276,Indiranagar,Casual Dining,1400.00,Delivery
11322,12116,Kabab Nation Corner,Yes,No,3.5,76,Brigade Road,Quick Bites,500.00,Delivery
11323,12117,Bites 2 Binge,Yes,No,3.7,19,Indiranagar,Casual Dining,750.00,Delivery
11324,12118,Tandoori Taal,Yes,Yes,4.3,1788,Indiranagar,Casual Dining,900.00,Delivery
11325,12119,Goli Vada Pav No. 1,Yes,No,3.6,33,Ulsoor,Quick Bites,200.00,Delivery
11326,12120,Singh Saab,Yes,No,3.7,243,Indiranagar,Casual Dining,850.00,Delivery
11327,12121,Nutty Squirrel,Yes,No,3.6,12,Thippasandra,"Takeaway, Delivery",300.00,Delivery
11328,12122,Sri Ganesha Fruit Juice Centre,Yes,No,3.2,17,Domlur,Beverage Shop,100.00,Delivery
11329,12123,Cafe Idly,Yes,No,2.9,35,Jeevan Bhima Nagar,Quick Bites,200.00,Delivery
11330,12124,Umami & Beyond,Yes,No,3.7,23,Indiranagar,"Takeaway, Delivery",400.00,Delivery
11331,12125,Sidewalk Cafe & Bar - The Paul Bangalore,Yes,Yes,4.2,217,Domlur,Casual Dining,1500.00,Delivery
11332,12126,Cake Dilim,Yes,No,0,0,Jeevan Bhima Nagar,Bakery,500.00,Delivery
11333,12129,Kisna Cafe,Yes,No,3.5,11,Old Airport Road,Quick Bites,300.00,Delivery
11334,12130,Bangalore Durbar Fast Food,Yes,No,3.6,18,Thippasandra,"Takeaway, Delivery",600.00,Delivery
11335,12131,Cobaja,Yes,Yes,4.3,55,Brigade Road,Casual Dining,700.00,Delivery
11336,12132,Apsara Ice Cream,No,No,4.6,206,Indiranagar,Dessert Parlor,200.00,Delivery
11337,12133,Nossa Goa,Yes,Yes,4.1,292,Richmond Road,Casual Dining,1000.00,Delivery
11338,12134,The Table,Yes,No,3.9,39,Indiranagar,Bakery,400.00,Delivery
11339,12135,China Bistro & Lounge,Yes,Yes,4.4,83,Indiranagar,Casual Dining,1600.00,Delivery
11340,12136,Kitchen On Table,Yes,No,4,45,Brigade Road,Casual Dining,1500.00,Delivery
11341,12138,Kalavara,Yes,No,3.4,13,CV Raman Nagar,Quick Bites,150.00,Delivery
11342,12139,The Tao Terraces,Yes,Yes,4,1907,MG Road,Casual Dining,2100.00,Delivery
11343,12140,DVG Benne Dosa,Yes,No,4,25,Domlur,Quick Bites,150.00,Delivery
11344,12141,Chantilly,Yes,No,4.1,114,Indiranagar,"Cafe, Bakery",450.00,Delivery
11345,12142,Spices,Yes,No,3.2,4,CV Raman Nagar,Quick Bites,450.00,Delivery
11346,12143,Cake Genie,No,No,3.9,149,Indiranagar,Dessert Parlor,300.00,Delivery
11347,12144,Namdhari's Salad Bar,No,No,3.9,82,Indiranagar,Quick Bites,300.00,Delivery
11348,12145,Tuffreys,Yes,No,3.6,25,CV Raman Nagar,Dessert Parlor,250.00,Delivery
11349,12146,Galli Belly,Yes,No,3.4,8,Domlur,Quick Bites,200.00,Delivery
11350,12147,Green G Juice Bar,Yes,No,3.5,37,Indiranagar,Beverage Shop,200.00,Delivery
11351,12148,Copper Chimney,Yes,Yes,4.1,80,Indiranagar,Casual Dining,1200.00,Delivery
11352,12149,Fai Dang,No,No,3.7,30,Indiranagar,Casual Dining,1100.00,Delivery
11353,12150,The Rolling Pin,No,No,4,74,Indiranagar,"Bakery, Dessert Parlor",400.00,Delivery
11354,12152,The Ants Cafe & Store,Yes,Yes,3.9,1380,Indiranagar,Cafe,900.00,Delivery
11355,12153,Baskin Robbins,Yes,No,3.7,47,Old Airport Road,Dessert Parlor,250.00,Delivery
11356,12154,Eat Food,Yes,No,0,0,Indiranagar,Delivery,400.00,Delivery
11357,12155,AhimsaAmrit Green Cafe,No,No,3.4,9,Indiranagar,Casual Dining,800.00,Delivery
11358,12156,Sreeraj Lassi Bar,Yes,No,3.9,169,Commercial Street,Beverage Shop,150.00,Delivery
11359,12157,Cafe Soy,Yes,No,3.8,47,Indiranagar,"Takeaway, Delivery",250.00,Delivery
11360,12158,Chefkraft,No,No,3.9,145,Indiranagar,"Takeaway, Delivery",800.00,Delivery
11361,12159,Snack'Ups,Yes,No,3.6,61,Thippasandra,Quick Bites,250.00,Delivery
11362,12160,Le Rock,Yes,No,4,1202,Brigade Road,"Bar, Quick Bites",2000.00,Delivery
11363,12161,Meat And Eat,Yes,No,3.1,73,Domlur,Quick Bites,500.00,Delivery
11364,12162,Sai Donne Biryani,Yes,No,3.4,9,Indiranagar,Quick Bites,350.00,Delivery
11365,12163,New Punjabi Hotel,No,No,3.7,123,Indiranagar,Quick Bites,350.00,Delivery
11366,12164,Ice Cream Works,Yes,No,3.8,83,Indiranagar,Dessert Parlor,300.00,Delivery
11367,12165,Xian,Yes,Yes,3.9,81,Ulsoor,Casual Dining,800.00,Delivery
11368,12166,Bottle & Glass,No,Yes,4,973,Indiranagar,"Bar, Casual Dining",1400.00,Delivery
11369,12167,Midnight Mania,Yes,No,4.1,720,Koramangala 6th Block,Delivery,700.00,Delivery
11370,12168,Desi Bytes,Yes,No,3.1,97,Old Airport Road,Quick Bites,450.00,Delivery
11371,12169,Bat Chef,Yes,No,2.6,26,Indiranagar,Quick Bites,500.00,Delivery
11372,12170,CakeZone,No,No,4.1,666,Indiranagar,Bakery,500.00,Delivery
11373,12171,Sweet Chariot,Yes,No,3.4,11,Indiranagar,Dessert Parlor,500.00,Delivery
11374,12172,Meenu Oota Da Maane,Yes,No,3,22,Brigade Road,Casual Dining,700.00,Delivery
11375,12173,Lepcha Foods & Refreshment,Yes,No,3.4,15,Thippasandra,"Takeaway, Delivery",350.00,Delivery
11376,12174,Zaica Dine & Wine,Yes,Yes,4,1013,Indiranagar,Casual Dining,1200.00,Delivery
11377,12175,Fresh Bites,No,No,3,15,Indiranagar,"Takeaway, Delivery",450.00,Delivery
11378,12176,The Coffee Bean & Tea Leaf,Yes,No,3.8,259,MG Road,Cafe,700.00,Delivery
11379,12178,The ThickShake Factory,No,No,4,120,Indiranagar,Beverage Shop,350.00,Delivery
11380,12179,Lakeview Milkbar,No,No,2.9,539,Indiranagar,"Dessert Parlor, Cafe",500.00,Delivery
11381,12180,Kasol Cafe,No,No,0,0,Indiranagar,Quick Bites,400.00,Delivery
11382,12181,Just Eat,Yes,No,0,0,Indiranagar,Quick Bites,500.00,Delivery
11383,12182,The J,Yes,No,4,133,Church Street,Quick Bites,450.00,Delivery
11384,12183,Shreedevi,No,No,3.7,130,Indiranagar,Quick Bites,600.00,Delivery
11385,12184,Nandhini Paradise,No,Yes,3.7,289,Indiranagar,Casual Dining,600.00,Delivery
11386,12185,Kabab Magic,Yes,No,3.9,73,Richmond Road,Casual Dining,400.00,Delivery
11387,12186,Just Khao Suey,Yes,No,4.1,176,Indiranagar,Casual Dining,600.00,Delivery
11388,12187,Just Bake,Yes,No,3,51,Jeevan Bhima Nagar,Bakery,400.00,Delivery
11389,12188,OCEA HOTEL,Yes,No,3.7,278,Brigade Road,Casual Dining,800.00,Delivery
11390,12189,Berrylicious Cafe,Yes,No,4.1,124,MG Road,"Casual Dining, Cafe",900.00,Delivery
11391,12190,RAW Pressery,No,No,3.8,20,East Bangalore,Delivery,300.00,Delivery
11392,12191,Loyal Food,Yes,No,3.2,16,Indiranagar,Quick Bites,500.00,Delivery
11393,12192,Madurai Idly Shop,No,No,3.7,722,Indiranagar,Quick Bites,200.00,Delivery
11394,12193,Ging - Royal Orchid Central,Yes,Yes,4.2,222,MG Road,"Bar, Casual Dining",2000.00,Delivery
11395,12194,Mainland China,Yes,Yes,4.4,1507,Indiranagar,Casual Dining,1700.00,Delivery
11396,12195,Kim Lee Restaurant,No,No,3.8,264,Indiranagar,Casual Dining,650.00,Delivery
11397,12196,Anju's Cafe,No,No,3.4,5,Indiranagar,Quick Bites,400.00,Delivery
11398,12197,iSpice Resto Cafe,Yes,No,3.7,28,Indiranagar,Cafe,600.00,Delivery
11399,12198,Punjab Bistro,Yes,No,3.7,15,CV Raman Nagar,Food Court,300.00,Delivery
11400,12199,Hotel Hyperdine,Yes,No,2.5,66,Indiranagar,Quick Bites,350.00,Delivery
11401,12200,Little Orissa Restaurant,Yes,No,3.9,346,Indiranagar,Casual Dining,450.00,Delivery
11402,12201,Indian Spice Food,Yes,No,0,0,Ulsoor,Quick Bites,300.00,Delivery
11403,12202,Give Me 5 Cafe,No,No,3.4,90,Indiranagar,Cafe,500.00,Delivery
11404,12203,Inhouse Burger,Yes,No,3.5,10,CV Raman Nagar,Quick Bites,500.00,Delivery
11405,12204,Bob's Restaurant,Yes,No,4,330,Jeevan Bhima Nagar,Quick Bites,500.00,Delivery
11406,12205,Mother's Meal,Yes,No,3.8,133,CV Raman Nagar,Quick Bites,200.00,Delivery
11407,12206,Kitchen of Joy,Yes,No,4.1,566,Indiranagar,Quick Bites,400.00,Delivery
11408,12207,Cross Roads Cafe,Yes,No,3,59,Indiranagar,Cafe,500.00,Delivery
11409,12208,Premium Bombay Kulfi,Yes,No,3.5,9,Indiranagar,Kiosk,100.00,Delivery
11410,12209,Marzipan Cafe & Bakery,Yes,No,4.2,431,Ulsoor,"Cafe, Bakery",700.00,Delivery
11411,12210,Liveat,No,No,3.7,35,Indiranagar,Delivery,500.00,Delivery
11412,12211,Shaap,Yes,No,4,237,Indiranagar,Casual Dining,500.00,Delivery
11413,12212,Forage,No,Yes,4.1,210,Indiranagar,Casual Dining,1500.00,Delivery
11414,12213,Ammi's Biryani,No,No,2.7,231,Indiranagar,Quick Bites,350.00,Delivery
11415,12214,Saka Eatery Outlet,Yes,No,3.7,41,Indiranagar,Quick Bites,150.00,Delivery
11416,12215,Oye Amritsar,Yes,Yes,3.9,1437,Indiranagar,Casual Dining,1000.00,Delivery
11417,12216,Shawarma Inc,Yes,No,3,28,Brigade Road,Food Court,250.00,Delivery
11418,12217,Stuffd,Yes,No,3.8,32,Old Airport Road,"Takeaway, Delivery",500.00,Delivery
11419,12218,A3 Nuwang Kitchen,Yes,No,3.7,42,Ejipura,Quick Bites,300.00,Delivery
11420,12219,Woodstok,Yes,Yes,4.1,1052,Indiranagar,"Takeaway, Delivery",1400.00,Delivery
11421,12220,20 Char - Sterlings MAC Hotel,Yes,Yes,4,419,Old Airport Road,"Casual Dining, Bar",1400.00,Delivery
11422,12221,Vasudev Adiga's,No,No,3,317,Indiranagar,Casual Dining,400.00,Delivery
11423,12222,Biriyani Combo 99,No,No,0,0,Indiranagar,Quick Bites,300.00,Delivery
11424,12223,ABC Grand,Yes,No,3.5,54,Indiranagar,Casual Dining,700.00,Delivery
11425,12224,Wats Ur Scoop?,Yes,No,4,56,Indiranagar,Dessert Parlor,300.00,Delivery
11426,12225,Mad Over Biryani,Yes,No,3.4,9,Indiranagar,Quick Bites,600.00,Delivery
11427,12226,Nami's Global Kitchen,No,No,3.3,6,Indiranagar,"Takeaway, Delivery",240.00,Delivery
11428,12227,Bombay Kulfi,No,No,3.7,21,Indiranagar,Dessert Parlor,150.00,Delivery
11429,12228,Tunday Kababi,Yes,No,3.8,721,Indiranagar,Casual Dining,500.00,Delivery
11430,12229,Taza Tawa,Yes,No,3.8,168,Jeevan Bhima Nagar,Quick Bites,450.00,Delivery
11431,12230,Jerry Mama's,No,No,3.6,10,Indiranagar,Bakery,250.00,Delivery
11432,12233,Book My Cakes,Yes,No,3.3,4,Old Airport Road,Bakery,300.00,Delivery
11433,12234,Chef Fast Food,Yes,No,3.1,26,Old Airport Road,Quick Bites,300.00,Delivery
11434,12235,Paratha Plaza,Yes,No,3.7,155,Indiranagar,Quick Bites,200.00,Delivery
11435,12236,The Spicy Kitchen,Yes,No,3.3,15,Thippasandra,Quick Bites,300.00,Delivery
11436,12237,The Donut Baker,No,No,3.2,6,Indiranagar,"Bakery, Dessert Parlor",150.00,Delivery
11437,12238,NH8,Yes,Yes,4.1,2075,Indiranagar,Casual Dining,800.00,Delivery
11438,12239,Chai Cafe,No,No,3.9,49,Indiranagar,Cafe,200.00,Delivery
11439,12240,La Madeleine Patisserie,No,No,3.9,71,Indiranagar,"Takeaway, Delivery",200.00,Delivery
11440,12241,Sree Vinayaka Puttukada,No,No,0,0,Indiranagar,Quick Bites,250.00,Delivery
11441,12242,Frootality,No,No,4,213,Indiranagar,"Beverage Shop, Quick Bites",400.00,Delivery
11442,12243,Venus Bake Point,Yes,No,3.5,6,Old Airport Road,Bakery,500.00,Delivery
11443,12244,Dine @ 9 Paratha Corner,Yes,No,3.6,33,Indiranagar,Quick Bites,300.00,Delivery
11444,12245,Chaai Resto,Yes,No,0,0,Jeevan Bhima Nagar,Cafe,200.00,Delivery
11445,12246,Pulimunchi,Yes,Yes,4.3,686,Indiranagar,Casual Dining,1000.00,Delivery
11446,12247,Sunny Side Bistro,No,No,3.7,69,Indiranagar,Cafe,700.00,Delivery
11447,12248,Punjabi Khazana,No,No,3.5,40,Indiranagar,Quick Bites,400.00,Delivery
11448,12249,Rolls On Wheels,No,No,3.2,122,Indiranagar,Quick Bites,200.00,Delivery
11449,12250,Kund Indian Barbeque,No,Yes,4,869,Indiranagar,Casual Dining,1100.00,Delivery
11450,12251,New Leaf Restaurant,Yes,Yes,3.7,58,Indiranagar,Casual Dining,1500.00,Delivery
11451,12252,Urban Solace - Caffor the Soul,Yes,No,3.9,461,Ulsoor,"Cafe, Casual Dining",800.00,Delivery
11452,12253,Origami,No,No,3.4,11,Indiranagar,Casual Dining,700.00,Delivery
11453,12255,Himalyan Inn Tibet Kitchen,No,No,3.7,42,Indiranagar,Quick Bites,400.00,Delivery
11454,12256,Chitu's Kitchen,No,No,3.5,10,Indiranagar,Quick Bites,450.00,Delivery
11455,12257,MK Dabbawala,No,No,2.6,29,Indiranagar,Delivery,400.00,Delivery
11456,12258,Tempteys,No,No,4.1,131,Indiranagar,"Dessert Parlor, Beverage Shop",400.00,Delivery
11457,12259,Johny's Kitchen,Yes,No,4.1,59,Jeevan Bhima Nagar,Quick Bites,300.00,Delivery
11458,12260,RICE BAR,No,No,3,12,Indiranagar,Delivery,500.00,Delivery
11459,12261,Daily Bread,No,No,2.7,29,Indiranagar,"Bakery, Quick Bites",600.00,Delivery
11460,12262,Neffy's - Cakes & More,No,No,3.5,24,Indiranagar,Bakery,300.00,Delivery
11461,12263,Baba Fattoosh,No,No,3.7,24,Indiranagar,Delivery,300.00,Delivery
11462,12264,Ice Cubes,No,No,3,16,Indiranagar,Quick Bites,300.00,Delivery
11463,12265,Choco Allure,No,No,3.4,5,Indiranagar,"Takeaway, Delivery",300.00,Delivery
11464,12266,Five Star Cafe,No,No,3.8,29,Indiranagar,Quick Bites,350.00,Delivery
11465,12267,Chaavadi,No,No,3.7,38,Indiranagar,Casual Dining,750.00,Delivery
11466,12268,Tenco Infusions,No,No,3.5,15,Indiranagar,Beverage Shop,200.00,Delivery
11467,12269,Sultan's Biryani,No,No,2.8,21,Indiranagar,Delivery,700.00,Delivery
11468,12270,Hotel Green Land,No,No,3.3,7,Indiranagar,Casual Dining,400.00,Delivery
11469,12271,Tosco,No,No,3.5,13,Indiranagar,Beverage Shop,250.00,Delivery
11470,12272,La Mirch,No,No,3.2,5,Indiranagar,Delivery,400.00,Delivery
11471,12274,Bismillah Ambur Biryani,No,No,3.1,8,Indiranagar,Quick Bites,150.00,Delivery
11472,12275,Imli Express,No,No,0,0,Indiranagar,"Takeaway, Delivery",150.00,Delivery
11473,12276,Biryani Khazana,Yes,No,3,10,Indiranagar,"Takeaway, Delivery",600.00,Delivery
11474,12277,C-harge by Chefkraft,No,No,3.4,7,Indiranagar,Cafe,600.00,Delivery
11475,12278,Biryani Bazar,No,No,3.3,4,Indiranagar,Quick Bites,250.00,Delivery
11476,12279,New Roll Centre,No,No,3.3,7,Indiranagar,Quick Bites,150.00,Delivery
11477,12280,Habib's Biryani,No,No,3.6,11,Indiranagar,Delivery,400.00,Delivery
11478,12281,Ciclo Life,No,No,0,0,East Bangalore,Delivery,400.00,Delivery
11479,12282,The Bite Club,No,No,3.6,23,East Bangalore,Food Truck,400.00,Delivery
11480,12283,Bombay Kulfis,No,No,3.3,4,Indiranagar,Dessert Parlor,200.00,Delivery
11481,12284,AutoExpress - Hot Dogs,Yes,No,3.3,6,Indiranagar,"Takeaway, Delivery",300.00,Delivery
11482,12285,Melting Spot,No,No,4,134,Indiranagar,"Cafe, Dessert Parlor",600.00,Delivery
11483,12286,Taantraa - Organic Handbaking,No,No,3.7,29,Indiranagar,Delivery,350.00,Delivery
11484,12287,Momscurry,Yes,No,2.7,19,East Bangalore,Delivery,300.00,Delivery
11485,12288,Moonlight Kitchens,Yes,No,3.9,123,Old Airport Road,Delivery,400.00,Delivery
11486,12289,Juicemaker,No,No,3.7,38,Indiranagar,Quick Bites,250.00,Delivery
11487,12290,McLeans Italian Pizzeria,Yes,No,3.4,31,Ejipura,Delivery,500.00,Delivery
11488,12291,VRS Food Zone,Yes,No,3.3,4,Ejipura,Quick Bites,100.00,Delivery
11489,12292,Rajan's Cafe,Yes,No,2.8,79,Domlur,Quick Bites,300.00,Delivery
11490,12293,Grow Fit,Yes,No,3.8,111,Indiranagar,Delivery,500.00,Delivery
11491,12294,Hotel Tom's Restaurant,Yes,Yes,4.4,712,Richmond Road,Casual Dining,1000.00,Delivery
11492,12295,Waah Chef,Yes,No,3.3,4,CV Raman Nagar,Food Court,300.00,Delivery
11493,12296,DilliBite,Yes,No,3.5,33,Ulsoor,Quick Bites,600.00,Delivery
11494,12297,Cup Shup,Yes,No,2.8,185,Indiranagar,Cafe,500.00,Delivery
11495,12298,BabaYaga's,Yes,Yes,4.1,201,Indiranagar,"Bar, Casual Dining",1500.00,Delivery
11496,12299,Raat Ki Rani,Yes,No,4.3,264,Jeevan Bhima Nagar,Delivery,400.00,Delivery
11497,12300,Samosa Party,Yes,No,4.1,372,Jeevan Bhima Nagar,Quick Bites,150.00,Delivery
11498,12301,Mummy's Kitchen,Yes,No,3.7,16,Old Airport Road,Quick Bites,300.00,Delivery
11499,12302,Paisa Vasool,Yes,No,3.3,8,Domlur,Quick Bites,400.00,Delivery
11500,12303,Achayyan's,Yes,No,3.8,405,Indiranagar,Quick Bites,350.00,Delivery
